Restaurant ID,Location,Restaurant Name,Postal Code,Restaurant Address,Lat,Lng
375,Ottawa City Centre,D'Afrique,K1P 5J2,"164 Laurier Avenue West, (Old) Ottawa, ON K1P 5J2, Canada",45.42033540042268,-75.6944061
376,Ottawa City Centre,Capital Diner Deli & Grill,K1P 5J2,"164 Laurier Avenue West, (Old) Ottawa, ON K1P 5J2, Canada",45.42035910042268,-75.6943507
377,Ottawa City Centre,Social,K1N 8W5,"535, 537, and 539 Sussex Drive, (Old) Ottawa, ON K1N 8W5, Canada",45.42663970042192,-75.69415059999999
378,Ottawa City Centre,Moscow Tea Room,K1N 8W5,"527, 529, 531 Sussex Drive, (Old) Ottawa, ON K1N 8W5, Canada",45.42688870042189,-75.6943558
379,Ottawa City Centre,LIFT Resto Lounge,K1R 7X7,"101 Lyon Street North, (Old) Ottawa, ON K1R 7X7, Canada",45.418427100422925,-75.7042015
380,Ottawa City Centre,Copper Branch,K1R 7X7,"350 Albert Street, (Old) Ottawa, ON K1R 7X7, Canada",45.418241700422946,-75.7036478
381,Ottawa City Centre,Play Food & Wine,K1S 1E2,"1 York Street, (Old) Ottawa, ON K1S 1E2, Canada",45.427590400421806,-75.69486779999998
382,Ottawa City Centre,Shinka Sushi Bar,K1P 5J2,"150 Laurier Avenue West, (Old) Ottawa, ON K1P 5J2, Canada",45.420569900422656,-75.6937949
383,Ottawa City Centre,Baton Rouge,K1R 7X7,"360 Albert Street, (Old) Ottawa, ON K1R 7X7, Canada",45.41816590042295,-75.7039824
384,Ottawa City Centre,Sante,K1N 5W8,"45 Rideau Street, (Old) Ottawa, ON K1N 5W8, Canada",45.42578330042202,-75.6931671
385,Ottawa City Centre,Indian Curry House,K2P 0A2,"114 Gloucester Street, (Old) Ottawa, ON K2P 0A2, Canada",45.418767900422885,-75.69615949999998
386,Ottawa City Centre,Le Café,K1P 5W1,"53 Elgin Street, (Old) Ottawa, ON K1P 5W1, Canada",45.423608300422295,-75.6925577
387,Ottawa City Centre,Oz Kafe,K1N 5S6,"10 York Street, (Old) Ottawa, ON K1N 5S6, Canada",45.42701510042187,-75.693945
388,Niagara Falls,Il Sorriso,L2G 7L6,"5983 Clark Avenue, Niagara Falls, ON L2G 7L6, Canada",43.088021700538505,-79.0818441
389,Niagara Falls,The Flour Mill,L2G 7L6,"5425 Robinson Street, Niagara Falls, ON L2G 7L6, Canada",43.08679230053848,-79.081823
390,Niagara Falls,Angelo's Trattoria,L2G 7L6,"5928 Clark Avenue, Niagara Falls, ON L2G 7L6, Canada",43.088878200538524,-79.08143599999998
391,Niagara Falls,Hooters,L2G 3W4,"5234 Victoria Avenue, Niagara Falls, ON L2G 3W4, Canada",43.08946630053854,-79.08035949999999
392,Niagara Falls,Four Brothers Cucina Truly Authentic Italian,L2G 3P8,"Ellen Avenue, Niagara Falls, ON L2G 3P8, Canada",43.08972716120574,-79.08142458419556
393,Niagara Falls,The Keg,L2G 3W4,"Victoria Avenue, Niagara Falls, ON L2G 3W4, Canada",43.08951790053853,-79.07998309999999
394,Niagara Falls,Chuck's Roadhouse Bar and Grill,L2G 1R9,"Ferry Street, Niagara Falls, ON L2G 1R9, Canada",43.08971140053854,-79.08184309999999
395,Niagara Falls,Denny's,L2G 3W4,"5905 Victoria Avenue, Niagara Falls, ON L2G 3W4, Canada",43.09011871300281,-79.0797837264364
396,Niagara Falls,Skylon Tower,L2G 2A3,"5200 Robinson Street, Niagara Falls, ON L2G 2A3, Canada",43.08513790053847,-79.0796926
397,Niagara Falls,bravo! grill,L2G 1S1,"Ferry Street, Niagara Falls, ON L2G 1S1, Canada",43.08941410053854,-79.08399890000001
398,Niagara Falls,TGI Fridays,L2G 3W4,"Victoria Avenue, Niagara Falls, ON L2G 3W4, Canada",43.089940300538544,-79.0792662
399,Niagara Falls,Young Garden Authentic Korean Cuisine,L2G 3Y3,"Stanley Avenue, Niagara Falls, ON L2G 3Y3, Canada",43.086845000538474,-79.08503195
400,Niagara Falls,IHOP,L2G 3Y3,"6045 Stanley Avenue, Niagara Falls, ON L2G 3Y3, Canada",43.087117600538505,-79.08498379999999
401,Niagara Falls,Moksha Indian Bistro,L2G 3Y3,"Peer Lane, Niagara Falls, ON L2G 3Y3, Canada",43.08791205343265,-79.08517352649754
402,Niagara Falls,Outback Steakhouse,L2G 3W4,"5936 Victoria Avenue, Niagara Falls, ON L2G 3W4, Canada",43.09014990053855,-79.07900459999999
403,Niagara Falls,Passage to India Buffet,L2G 3Y4,"Robinson Street, Niagara Falls, ON L2G 3Y4, Canada",43.08620420053847,-79.084907
404,Niagara Falls,Pizza Hut,L2G 3W4,"Victoria Avenue, Niagara Falls, ON L2G 3W4, Canada",43.09036290053855,-79.0791673
405,Niagara Falls,AlMac's Buffet,L2G 1S2,"5435 Ferry Street, Niagara Falls, ON L2G 1S2, Canada",43.089775200538554,-79.0843294
406,Niagara Falls,Osmow's,L2G 3W4,"5934 Victoria Avenue, Niagara Falls, ON L2G 3W4, Canada",43.090246200538566,-79.0788499
407,Niagara Falls,Napoli Ristorante & Pizza,L2G 1S1,"Ferry Street, Niagara Falls, ON L2G 1S1, Canada",43.089680700538544,-79.08516369999998
408,Niagara Falls,Shiv Kirti Chef of India Authentic Indian Cuisine,L2G 3P8,"5060 Magdalen Street, Niagara Falls, ON L2G 3P8, Canada",43.09113610053857,-79.0803613
409,Niagara Falls,Potato Jackets,L2G 1S2,"Spring Street, Niagara Falls, ON L2G 1S2, Canada",43.09018430053856,-79.0846886
410,Niagara Falls,Eighty Eight,L2G 1S2,"Spring Street, Niagara Falls, ON L2G 1S2, Canada",43.09040310175944,-79.0846886372981
411,Niagara Falls,Cocos,L2G 2J3,"5339 Murray Street, Niagara Falls, ON L2G 2J3, Canada",43.08392650053843,-79.0820477
412,Niagara Falls,Margaritaville,L2G 2J3,"6300 Fallsview Boulevard, Niagara Falls, ON L2G 2J3, Canada",43.08374990053842,-79.0825779
413,Niagara Falls,AG Inspired Cuisine,L2G 3P8,"5191 Magdalen Street, Niagara Falls, ON L2G 3P8, Canada",43.09147050053859,-79.0796953
414,Niagara Falls,Mama Mia's,L2G 3L5,"5719 Victoria Avenue, Niagara Falls, ON L2G 3L5, Canada",43.09116570053857,-79.07807589999999
415,Niagara Falls,Shoeless Joe's,L2G 7X5,"6380 Fallsview Boulevard, Niagara Falls, ON L2G 7X5, Canada",43.083297300538405,-79.082415
416,Niagara Falls,Pranzo Italian Grill,L2G 3V9,"6361 Fallsview Boulevard, Niagara Falls, ON L2G 3V9, Canada",43.08333680053842,-79.0830806
417,Niagara Falls,Grand Buffet,L2G 7X5,"6380 Fallsview Boulevard, Niagara Falls, ON L2G 7X5, Canada",43.083113000538404,-79.08009589999999
418,Niagara Falls,Brasa Brazilian Steakhouse,L2G 3V9,"6361 Fallsview Boulevard, Niagara Falls, ON L2G 3V9, Canada",43.083231300538415,-79.08332759999999
419,Niagara Falls,Antica Pizzeria & Ristorante,L2G 3L6,"5785 Victoria Avenue, Niagara Falls, ON L2G 3L6, Canada",43.09152780053859,-79.07739
420,Niagara Falls,Falls Deli,L2G 7X5,"6380 Fallsview Boulevard, Niagara Falls, ON L2G 7X5, Canada",43.08284470053841,-79.0796113
421,Niagara Falls,Queen Victoria Place Restaurant,L2G 7X5,"6345 Niagara Parkway, Niagara Falls, ON L2G 7X5, Canada",43.083152100538406,-79.0782084
422,Niagara Falls,Brasa,L2G 3V9,"6361 Fallsview Boulevard, Niagara Falls, ON L2G 3V9, Canada",43.08245260053841,-79.08307689999998
423,Niagara Falls,Montana's,L2G 3N7,"Victoria Avenue, Niagara Falls, ON L2G 3N7, Canada",43.09184780053858,-79.076769
424,Niagara Falls,Kelsey's,L2G 3N7,"Clifton Hill, Niagara Falls, ON L2G 3N7, Canada",43.091726500538584,-79.07616209999999
425,Niagara Falls,Spicy Olive Bar + Grille,L2G 3N7,"Centre Street, Niagara Falls, ON L2G 3N7, Canada",43.0923529005386,-79.07695219999998
426,Niagara Falls,Centre Street,L2G 3N7,"Niagara Falls, ON L2G 3N7, Canada",43.09246130053859,-79.0771335
427,Niagara Falls,Centre Street,L2G 3N9,"Niagara Falls, ON L2G 3N9, Canada",43.09297400053861,-79.0780883
428,Niagara Falls,Boston Pizza,L2G 3N4,"4950 Clifton Hill, Niagara Falls, ON L2G 3N4, Canada",43.09108790053857,-79.0748048
429,Niagara Falls,IHOP,L2G 3V9,"6455 Fallsview Boulevard, Niagara Falls, ON L2G 3V9, Canada",43.081841300538386,-79.082937
430,Niagara Falls,Vittorio’s Italian Eatery,L2G 7X5,"6380 Fallsview Boulevard, Niagara Falls, ON L2G 7X5, Canada",43.081744100538366,-79.08021249999999
431,Niagara Falls,New York Restaurant,L2G 3N7,"5027 Centre Street, Niagara Falls, ON L2G 3N7, Canada",43.0925342005386,-79.076832
432,Niagara Falls,The Dhaba on the Falls Indian Cuisine,L2G 3P8,"Ellen Avenue, Niagara Falls, ON L2G 3P8, Canada",43.092635500538606,-79.07691799999999
433,Niagara Falls,East Side Mario's,L2G 3V9,"6455 Fallsview Boulevard, Niagara Falls, ON L2G 3V9, Canada",43.081755700538395,-79.0829471
434,Niagara Falls,Benihana,L2G 3N5,"4955 Clifton Hill, Niagara Falls, ON L2G 3N5, Canada",43.09168560053858,-79.0752071
435,Niagara Falls,Applebee's,L2G 3N5,"4955 Clifton Hill, Niagara Falls, ON L2G 3N5, Canada",43.09174840053858,-79.0752347
436,Niagara Falls,Family Restaurant,L2G 3N5,"Clifton Hill, Niagara Falls, ON L2G 3N5, Canada",43.09161782905683,-79.07482353258062
